,Date,Hospital,ED Trolleys,Ward Trolleys,Total,Surge Capacity in Use (Full report @14:00),Delayed Transfers of Care (As of Midnight),No of Total Waiting >24hrs,No of >75+yrs Waiting >24hrs,Region
31533,24/01/2025,St. Luke's Radiation Oncology Network,,,,,0,,,HSE Dublin and Midlands
31534,24/01/2025,Tallaght University Hospital,13.0,5.0,18.0,34.0,9,4.0,,HSE Dublin and Midlands
31536,24/01/2025,National Rehabilitation Hospital,,,,,9,,,HSE Dublin and South East
31537,24/01/2025,St. Columcille's Hospital,,,,,2,,,HSE Dublin and South East
31538,24/01/2025,St Luke's General Hospital Kilkenny,0.0,0.0,0.0,11.0,7,,,HSE Dublin and South East
31539,24/01/2025,St. Michael's Hospital,,,,,4,,,HSE Dublin and South East
31540,24/01/2025,St. Vincent's University Hospital,28.0,15.0,43.0,39.0,14,10.0,,HSE Dublin and South East
31541,24/01/2025,Tipperary University Hospital,5.0,3.0,8.0,14.0,13,6.0,,HSE Dublin and South East
31542,24/01/2025,UH Waterford,0.0,0.0,0.0,0.0,25,,,HSE Dublin and South East
31543,24/01/2025,Wexford General Hospital,1.0,0.0,1.0,16.0,8,,,HSE Dublin and South East
31545,24/01/2025,Bantry General Hospital,,,,,4,,,HSE South West
31546,24/01/2025,Cork University Hospital,35.0,9.0,44.0,29.0,45,7.0,,HSE South West
31547,24/01/2025,Mallow General Hospital,,,,,1,,,HSE South West
31548,24/01/2025,Mercy University Hospital,9.0,4.0,13.0,11.0,17,2.0,,HSE South West
31549,24/01/2025,South Infirmary Victoria University Hospital,,,,,3,,,HSE South West
31550,24/01/2025,UH Kerry,4.0,0.0,4.0,14.0,19,1.0,1,HSE South West
31552,24/01/2025,Ennis Hospital,,,,,2,,,HSE Mid West
31553,24/01/2025,Nenagh Hospital,,,,,3,,,HSE Mid West
31554,24/01/2025,St. John's Hospital Limerick,,,,,9,,,HSE Mid West
31555,24/01/2025,UH Limerick,6.0,30.0,36.0,43.0,4,5.0,,HSE Mid West
31557,24/01/2025,Galway University Hospital,17.0,15.0,32.0,22.0,46,3.0,,HSE West and North West
31558,24/01/2025,Letterkenny University Hospital,9.0,4.0,13.0,8.0,23,3.0,,HSE West and North West
31559,24/01/2025,Mayo University Hospital,2.0,9.0,11.0,18.0,15,6.0,,HSE West and North West
31560,24/01/2025,Portiuncula University Hospital,7.0,0.0,7.0,0.0,6,,,HSE West and North West
31561,24/01/2025,Roscommon University Hospital,,,,,5,,,HSE West and North West
31562,24/01/2025,Sligo University Hospital,4.0,5.0,9.0,12.0,32,1.0,,HSE West and North West
31565,25/01/2025,Beaumont Hospital,5.0,0.0,5.0,7.0,16,,,HSE Dublin and North East
31566,25/01/2025,Cavan General Hospital,5.0,0.0,5.0,4.0,2,,,HSE Dublin and North East
31567,25/01/2025,Connolly Hospital,0.0,0.0,0.0,6.0,5,,,HSE Dublin and North East
31568,25/01/2025,Louth County Hospital,,,,,0,,,HSE Dublin and North East
31569,25/01/2025,Mater Misericordiae University Hospital,9.0,0.0,9.0,33.0,17,,,HSE Dublin and North East
31570,25/01/2025,National Orthopaedic Hospital Cappagh,,,,,0,,,HSE Dublin and North East
31571,25/01/2025,Our Lady of Lourdes Hospital,10.0,0.0,10.0,34.0,8,,,HSE Dublin and North East
31572,25/01/2025,Our Lady's Hospital Navan,0.0,0.0,0.0,2.0,0,,,HSE Dublin and North East
31574,25/01/2025,CHI at Crumlin,1.0,,1.0,0.0,3,,,HSE Dublin and Midlands
31575,25/01/2025,CHI at Tallaght,0.0,0.0,0.0,0.0,0,,,HSE Dublin and Midlands
31576,25/01/2025,CHI at Temple Street,3.0,,3.0,0.0,1,,,HSE Dublin and Midlands
31577,25/01/2025,MRH Mullingar,0.0,0.0,0.0,17.0,2,,,HSE Dublin and Midlands
31578,25/01/2025,MRH Portlaoise,6.0,0.0,6.0,11.0,9,,,HSE Dublin and Midlands
31579,25/01/2025,MRH Tullamore,0.0,0.0,0.0,0.0,7,,,HSE Dublin and Midlands
31580,25/01/2025,Naas General Hospital,1.0,0.0,1.0,3.0,11,,,HSE Dublin and Midlands
31581,25/01/2025,St. James's Hospital,3.0,0.0,3.0,4.0,20,,,HSE Dublin and Midlands
31582,25/01/2025,St. Luke's Radiation Oncology Network,,,,,0,,,HSE Dublin and Midlands
31583,25/01/2025,Tallaght University Hospital,8.0,0.0,8.0,21.0,9,,,HSE Dublin and Midlands
31585,25/01/2025,National Rehabilitation Hospital,,,,,9,,,HSE Dublin and South East
31586,25/01/2025,St. Columcille's Hospital,,,,,2,,,HSE Dublin and South East
31587,25/01/2025,St Luke's General Hospital Kilkenny,0.0,0.0,0.0,18.0,7,,,HSE Dublin and South East
31588,25/01/2025,St. Michael's Hospital,,,,,4,,,HSE Dublin and South East
31589,25/01/2025,St. Vincent's University Hospital,25.0,3.0,28.0,39.0,15,6.0,1,HSE Dublin and South East
31590,25/01/2025,Tipperary University Hospital,4.0,4.0,8.0,15.0,10,6.0,,HSE Dublin and South East
31591,25/01/2025,UH Waterford,0.0,0.0,0.0,0.0,27,,,HSE Dublin and South East
31592,25/01/2025,Wexford General Hospital,2.0,2.0,4.0,16.0,8,,,HSE Dublin and South East
31594,25/01/2025,Bantry General Hospital,,,,,4,,,HSE South West
31595,25/01/2025,Cork University Hospital,24.0,4.0,28.0,29.0,44,3.0,,HSE South West
31596,25/01/2025,Mallow General Hospital,,,,,1,,,HSE South West
31597,25/01/2025,Mercy University Hospital,6.0,4.0,10.0,11.0,17,3.0,1,HSE South West
31598,25/01/2025,South Infirmary Victoria University Hospital,,,,,3,,,HSE South West
31599,25/01/2025,UH Kerry,9.0,0.0,9.0,13.0,21,,,HSE South West
31601,25/01/2025,Ennis Hospital,,,,,2,,,HSE Mid West
31602,25/01/2025,Nenagh Hospital,,,,,3,,,HSE Mid West
31603,25/01/2025,St. John's Hospital Limerick,,,,,9,,,HSE Mid West
31604,25/01/2025,UH Limerick,12.0,24.0,36.0,29.0,4,10.0,,HSE Mid West
31606,25/01/2025,Galway University Hospital,24.0,10.0,34.0,23.0,46,13.0,6,HSE West and North West
31607,25/01/2025,Letterkenny University Hospital,3.0,5.0,8.0,9.0,23,4.0,,HSE West and North West
31608,25/01/2025,Mayo University Hospital,7.0,14.0,21.0,12.0,15,12.0,,HSE West and North West
31609,25/01/2025,Portiuncula University Hospital,6.0,0.0,6.0,0.0,6,4.0,,HSE West and North West
31610,25/01/2025,Roscommon University Hospital,,,,,5,,,HSE West and North West
31611,25/01/2025,Sligo University Hospital,4.0,3.0,7.0,10.0,32,1.0,,HSE West and North West
31614,26/01/2025,Beaumont Hospital,0.0,0.0,0.0,16.0,16,,,HSE Dublin and North East
31615,26/01/2025,Cavan General Hospital,14.0,0.0,14.0,4.0,2,,,HSE Dublin and North East
31616,26/01/2025,Connolly Hospital,0.0,0.0,0.0,0.0,5,,,HSE Dublin and North East
31617,26/01/2025,Louth County Hospital,,,,,0,,,HSE Dublin and North East
31618,26/01/2025,Mater Misericordiae University Hospital,10.0,0.0,10.0,32.0,17,,,HSE Dublin and North East
31619,26/01/2025,National Orthopaedic Hospital Cappagh,,,,,0,,,HSE Dublin and North East
31620,26/01/2025,Our Lady of Lourdes Hospital,16.0,0.0,16.0,42.0,8,,,HSE Dublin and North East
31621,26/01/2025,Our Lady's Hospital Navan,0.0,0.0,0.0,6.0,0,,,HSE Dublin and North East
31623,26/01/2025,CHI at Crumlin,3.0,,3.0,0.0,3,,,HSE Dublin and Midlands
31624,26/01/2025,CHI at Tallaght,1.0,0.0,1.0,0.0,0,,,HSE Dublin and Midlands
31625,26/01/2025,CHI at Temple Street,3.0,,3.0,0.0,1,,,HSE Dublin and Midlands
31626,26/01/2025,MRH Mullingar,2.0,0.0,2.0,19.0,2,,,HSE Dublin and Midlands
31627,26/01/2025,MRH Portlaoise,2.0,0.0,2.0,19.0,9,,,HSE Dublin and Midlands
31628,26/01/2025,MRH Tullamore,0.0,0.0,0.0,3.0,7,,,HSE Dublin and Midlands
31629,26/01/2025,Naas General Hospital,0.0,0.0,0.0,12.0,11,,,HSE Dublin and Midlands
31630,26/01/2025,St. James's Hospital,8.0,0.0,8.0,4.0,20,,,HSE Dublin and Midlands
31631,26/01/2025,St. Luke's Radiation Oncology Network,,,,,0,,,HSE Dublin and Midlands
31632,26/01/2025,Tallaght University Hospital,13.0,0.0,13.0,23.0,9,2.0,,HSE Dublin and Midlands
31634,26/01/2025,National Rehabilitation Hospital,,,,,9,,,HSE Dublin and South East
31635,26/01/2025,St. Columcille's Hospital,,,,,2,,,HSE Dublin and South East
31636,26/01/2025,St Luke's General Hospital Kilkenny,0.0,0.0,0.0,20.0,7,,,HSE Dublin and South East
31637,26/01/2025,St. Michael's Hospital,,,,,4,,,HSE Dublin and South East
31638,26/01/2025,St. Vincent's University Hospital,33.0,12.0,45.0,40.0,15,10.0,4,HSE Dublin and South East
31639,26/01/2025,Tipperary University Hospital,9.0,8.0,17.0,12.0,10,8.0,,HSE Dublin and South East
31640,26/01/2025,UH Waterford,0.0,0.0,0.0,0.0,27,,,HSE Dublin and South East
31641,26/01/2025,Wexford General Hospital,2.0,3.0,5.0,17.0,8,,,HSE Dublin and South East
31643,26/01/2025,Bantry General Hospital,,,,,4,,,HSE South West
31644,26/01/2025,Cork University Hospital,26.0,2.0,28.0,29.0,44,,,HSE South West
31645,26/01/2025,Mallow General Hospital,,,,,1,,,HSE South West
31646,26/01/2025,Mercy University Hospital,4.0,0.0,4.0,15.0,17,,,HSE South West
31647,26/01/2025,South Infirmary Victoria University Hospital,,,,,3,,,HSE South West
31648,26/01/2025,UH Kerry,10.0,0.0,10.0,14.0,18,,,HSE South West
31650,26/01/2025,Ennis Hospital,,,,,2,,,HSE Mid West
31651,26/01/2025,Nenagh Hospital,,,,,3,,,HSE Mid West
31652,26/01/2025,St. John's Hospital Limerick,,,,,9,,,HSE Mid West
31653,26/01/2025,UH Limerick,15.0,43.0,58.0,38.0,4,19.0,,HSE Mid West
31655,26/01/2025,Galway University Hospital,6.0,12.0,18.0,34.0,46,1.0,,HSE West and North West
31656,26/01/2025,Letterkenny University Hospital,7.0,8.0,15.0,17.0,23,3.0,,HSE West and North West
31657,26/01/2025,Mayo University Hospital,18.0,17.0,35.0,12.0,15,19.0,,HSE West and North West
31658,26/01/2025,Portiuncula University Hospital,9.0,0.0,9.0,7.0,6,5.0,,HSE West and North West
31659,26/01/2025,Roscommon University Hospital,,,,,5,,,HSE West and North West
31660,26/01/2025,Sligo University Hospital,8.0,6.0,14.0,11.0,32,1.0,,HSE West and North West
31663,27/01/2025,Beaumont Hospital,12.0,0.0,12.0,17.0,16,,,HSE Dublin and North East
31664,27/01/2025,Cavan General Hospital,15.0,0.0,15.0,3.0,2,,,HSE Dublin and North East
31665,27/01/2025,Connolly Hospital,0.0,0.0,0.0,0.0,5,,,HSE Dublin and North East
31666,27/01/2025,Louth County Hospital,,,,,0,,,HSE Dublin and North East
31667,27/01/2025,Mater Misericordiae University Hospital,21.0,0.0,21.0,42.0,17,,,HSE Dublin and North East
31668,27/01/2025,National Orthopaedic Hospital Cappagh,,,,,0,,,HSE Dublin and North East
31669,27/01/2025,Our Lady of Lourdes Hospital,22.0,0.0,22.0,47.0,8,,,HSE Dublin and North East
31670,27/01/2025,Our Lady's Hospital Navan,0.0,0.0,0.0,10.0,0,,,HSE Dublin and North East
31672,27/01/2025,CHI at Crumlin,1.0,0.0,1.0,0.0,3,,,HSE Dublin and Midlands
31673,27/01/2025,CHI at Tallaght,2.0,0.0,2.0,0.0,0,,,HSE Dublin and Midlands
31674,27/01/2025,CHI at Temple Street,3.0,0.0,3.0,0.0,1,,,HSE Dublin and Midlands
31675,27/01/2025,MRH Mullingar,6.0,3.0,9.0,30.0,2,,,HSE Dublin and Midlands
31676,27/01/2025,MRH Portlaoise,7.0,0.0,7.0,17.0,9,,,HSE Dublin and Midlands
31677,27/01/2025,MRH Tullamore,0.0,0.0,0.0,13.0,7,,,HSE Dublin and Midlands
31678,27/01/2025,Naas General Hospital,15.0,0.0,15.0,14.0,11,1.0,,HSE Dublin and Midlands
31679,27/01/2025,St. James's Hospital,26.0,0.0,26.0,18.0,20,,,HSE Dublin and Midlands
31680,27/01/2025,St. Luke's Radiation Oncology Network,,,,,0,,,HSE Dublin and Midlands
31681,27/01/2025,Tallaght University Hospital,21.0,0.0,21.0,28.0,9,2.0,,HSE Dublin and Midlands
31683,27/01/2025,National Rehabilitation Hospital,,,,,9,,,HSE Dublin and South East
31684,27/01/2025,St. Columcille's Hospital,,,,,2,,,HSE Dublin and South East
31685,27/01/2025,St Luke's General Hospital Kilkenny,7.0,0.0,7.0,18.0,7,2.0,,HSE Dublin and South East
31686,27/01/2025,St. Michael's Hospital,,,,,4,,,HSE Dublin and South East
31687,27/01/2025,St. Vincent's University Hospital,34.0,15.0,49.0,39.0,15,16.0,5,HSE Dublin and South East
31688,27/01/2025,Tipperary University Hospital,16.0,14.0,30.0,14.0,10,14.0,,HSE Dublin and South East
31689,27/01/2025,UH Waterford,0.0,0.0,0.0,0.0,27,,,HSE Dublin and South East
31690,27/01/2025,Wexford General Hospital,2.0,2.0,4.0,24.0,8,3.0,1,HSE Dublin and South East
31692,27/01/2025,Bantry General Hospital,,,,,4,,,HSE South West
31693,27/01/2025,Cork University Hospital,27.0,8.0,35.0,32.0,44,4.0,,HSE South West
31694,27/01/2025,Mallow General Hospital,,,,,1,,,HSE South West
31695,27/01/2025,Mercy University Hospital,10.0,3.0,13.0,16.0,18,1.0,,HSE South West
31696,27/01/2025,South Infirmary Victoria University Hospital,,,,,3,,,HSE South West
31697,27/01/2025,UH Kerry,10.0,0.0,10.0,14.0,18,,,HSE South West
31699,27/01/2025,Ennis Hospital,,,,,2,,,HSE Mid West
31700,27/01/2025,Nenagh Hospital,,,,,3,,,HSE Mid West
31701,27/01/2025,St. John's Hospital Limerick,,,,,9,,,HSE Mid West
31702,27/01/2025,UH Limerick,14.0,43.0,57.0,56.0,4,28.0,,HSE Mid West
31704,27/01/2025,Galway University Hospital,33.0,20.0,53.0,34.0,46,15.0,2,HSE West and North West
31705,27/01/2025,Letterkenny University Hospital,12.0,9.0,21.0,27.0,26,,,HSE West and North West
31706,27/01/2025,Mayo University Hospital,8.0,17.0,25.0,18.0,15,17.0,,HSE West and North West
31707,27/01/2025,Portiuncula University Hospital,8.0,0.0,8.0,13.0,6,4.0,,HSE West and North West
31708,27/01/2025,Roscommon University Hospital,,,,,5,,,HSE West and North West
31709,27/01/2025,Sligo University Hospital,12.0,13.0,25.0,21.0,32,6.0,,HSE West and North West
31712,28/01/2025,Beaumont Hospital,12.0,0.0,12.0,18.0,16,,,HSE Dublin and North East
31713,28/01/2025,Cavan General Hospital,22.0,0.0,22.0,11.0,2,5.0,5,HSE Dublin and North East
31714,28/01/2025,Connolly Hospital,2.0,0.0,2.0,3.0,5,,,HSE Dublin and North East
31715,28/01/2025,Louth County Hospital,,,,,0,,,HSE Dublin and North East
31716,28/01/2025,Mater Misericordiae University Hospital,29.0,0.0,29.0,40.0,20,,,HSE Dublin and North East
31717,28/01/2025,National Orthopaedic Hospital Cappagh,,,,,0,,,HSE Dublin and North East
31718,28/01/2025,Our Lady of Lourdes Hospital,19.0,0.0,19.0,43.0,8,,,HSE Dublin and North East
31719,28/01/2025,Our Lady's Hospital Navan,2.0,0.0,2.0,10.0,0,,,HSE Dublin and North East
31721,28/01/2025,CHI at Crumlin,4.0,0.0,4.0,0.0,3,,,HSE Dublin and Midlands
31722,28/01/2025,CHI at Tallaght,0.0,0.0,0.0,1.0,0,,,HSE Dublin and Midlands
31723,28/01/2025,CHI at Temple Street,6.0,0.0,6.0,0.0,1,,,HSE Dublin and Midlands
31724,28/01/2025,MRH Mullingar,6.0,5.0,11.0,31.0,2,,,HSE Dublin and Midlands
31725,28/01/2025,MRH Portlaoise,13.0,0.0,13.0,20.0,9,,,HSE Dublin and Midlands
31726,28/01/2025,MRH Tullamore,0.0,0.0,0.0,29.0,6,,,HSE Dublin and Midlands
31727,28/01/2025,Naas General Hospital,16.0,2.0,18.0,14.0,11,3.0,2,HSE Dublin and Midlands
31728,28/01/2025,St. James's Hospital,16.0,0.0,16.0,22.0,20,2.0,,HSE Dublin and Midlands
31729,28/01/2025,St. Luke's Radiation Oncology Network,,,,,0,,,HSE Dublin and Midlands
31730,28/01/2025,Tallaght University Hospital,14.0,0.0,14.0,28.0,10,5.0,,HSE Dublin and Midlands
31732,28/01/2025,National Rehabilitation Hospital,,,,,10,,,HSE Dublin and South East
31733,28/01/2025,St. Columcille's Hospital,,,,,2,,,HSE Dublin and South East
31734,28/01/2025,St Luke's General Hospital Kilkenny,10.0,5.0,15.0,32.0,6,1.0,,HSE Dublin and South East
31735,28/01/2025,St. Michael's Hospital,,,,,4,,,HSE Dublin and South East
31736,28/01/2025,St. Vincent's University Hospital,29.0,14.0,43.0,54.0,17,10.0,5,HSE Dublin and South East
31737,28/01/2025,Tipperary University Hospital,13.0,12.0,25.0,14.0,11,14.0,1,HSE Dublin and South East
31738,28/01/2025,UH Waterford,0.0,0.0,0.0,0.0,29,,,HSE Dublin and South East
31739,28/01/2025,Wexford General Hospital,2.0,0.0,2.0,24.0,8,,,HSE Dublin and South East
31741,28/01/2025,Bantry General Hospital,,,,,6,,,HSE South West
31742,28/01/2025,Cork University Hospital,34.0,16.0,50.0,28.0,43,,,HSE South West
31743,28/01/2025,Mallow General Hospital,,,,,2,,,HSE South West
31744,28/01/2025,Mercy University Hospital,19.0,6.0,25.0,11.0,16,2.0,1,HSE South West
31745,28/01/2025,South Infirmary Victoria University Hospital,,,,,3,,,HSE South West
31746,28/01/2025,UH Kerry,7.0,5.0,12.0,14.0,22,,,HSE South West
31748,28/01/2025,Ennis Hospital,,,,,2,,,HSE Mid West
31749,28/01/2025,Nenagh Hospital,,,,,3,,,HSE Mid West
31750,28/01/2025,St. John's Hospital Limerick,,,,,9,,,HSE Mid West
31751,28/01/2025,UH Limerick,25.0,44.0,69.0,58.0,4,8.0,,HSE Mid West
31753,28/01/2025,Galway University Hospital,38.0,21.0,59.0,35.0,46,17.0,4,HSE West and North West
31754,28/01/2025,Letterkenny University Hospital,3.0,7.0,10.0,14.0,21,4.0,,HSE West and North West
31755,28/01/2025,Mayo University Hospital,10.0,17.0,27.0,18.0,8,15.0,,HSE West and North West
31756,28/01/2025,Portiuncula University Hospital,5.0,0.0,5.0,15.0,10,,,HSE West and North West
31757,28/01/2025,Roscommon University Hospital,,,,,4,,,HSE West and North West
31758,28/01/2025,Sligo University Hospital,22.0,19.0,41.0,12.0,40,9.0,,HSE West and North West
31761,29/01/2025,Beaumont Hospital,19.0,0.0,19.0,22.0,18,,,HSE Dublin and North East
31762,29/01/2025,Cavan General Hospital,7.0,0.0,7.0,11.0,2,,,HSE Dublin and North East
31763,29/01/2025,Connolly Hospital,3.0,0.0,3.0,0.0,5,,,HSE Dublin and North East
31764,29/01/2025,Louth County Hospital,,,,,0,,,HSE Dublin and North East
31765,29/01/2025,Mater Misericordiae University Hospital,31.0,0.0,31.0,44.0,19,2.0,,HSE Dublin and North East
31766,29/01/2025,National Orthopaedic Hospital Cappagh,,,,,0,,,HSE Dublin and North East
31767,29/01/2025,Our Lady of Lourdes Hospital,19.0,0.0,19.0,38.0,8,,,HSE Dublin and North East
31768,29/01/2025,Our Lady's Hospital Navan,0.0,0.0,0.0,9.0,0,,,HSE Dublin and North East
31770,29/01/2025,CHI at Crumlin,6.0,,6.0,,3,,,HSE Dublin and Midlands
31771,29/01/2025,CHI at Tallaght,1.0,,1.0,,0,,,HSE Dublin and Midlands
31772,29/01/2025,CHI at Temple Street,5.0,,5.0,2.0,1,,,HSE Dublin and Midlands
31773,29/01/2025,MRH Mullingar,2.0,2.0,4.0,31.0,2,,,HSE Dublin and Midlands
31774,29/01/2025,MRH Portlaoise,2.0,0.0,2.0,20.0,10,,,HSE Dublin and Midlands
31775,29/01/2025,MRH Tullamore,0.0,0.0,0.0,30.0,6,,,HSE Dublin and Midlands
31776,29/01/2025,Naas General Hospital,15.0,2.0,17.0,21.0,9,2.0,1,HSE Dublin and Midlands
31777,29/01/2025,St. James's Hospital,23.0,0.0,23.0,19.0,21,,,HSE Dublin and Midlands
31778,29/01/2025,St. Luke's Radiation Oncology Network,,,,,0,,,HSE Dublin and Midlands
31779,29/01/2025,Tallaght University Hospital,21.0,0.0,21.0,28.0,8,1.0,,HSE Dublin and Midlands
31781,29/01/2025,National Rehabilitation Hospital,,,,,10,,,HSE Dublin and South East
31782,29/01/2025,St. Columcille's Hospital,,,,,2,,,HSE Dublin and South East
31783,29/01/2025,St Luke's General Hospital Kilkenny,7.0,3.0,10.0,30.0,6,,,HSE Dublin and South East
31784,29/01/2025,St. Michael's Hospital,,,,,4,,,HSE Dublin and South East
31785,29/01/2025,St. Vincent's University Hospital,21.0,11.0,32.0,48.0,19,3.0,,HSE Dublin and South East
31786,29/01/2025,Tipperary University Hospital,2.0,11.0,13.0,14.0,12,7.0,,HSE Dublin and South East
31787,29/01/2025,UH Waterford,0.0,0.0,0.0,0.0,28,,,HSE Dublin and South East
31788,29/01/2025,Wexford General Hospital,1.0,0.0,1.0,23.0,6,,,HSE Dublin and South East
31790,29/01/2025,Bantry General Hospital,,,,,5,,,HSE South West
31791,29/01/2025,Cork University Hospital,35.0,13.0,48.0,26.0,39,4.0,,HSE South West
31792,29/01/2025,Mallow General Hospital,,,,,3,,,HSE South West
31793,29/01/2025,Mercy University Hospital,23.0,6.0,29.0,16.0,13,4.0,1,HSE South West
31794,29/01/2025,South Infirmary Victoria University Hospital,,,,,3,,,HSE South West
31795,29/01/2025,UH Kerry,14.0,6.0,20.0,13.0,21,,2,HSE South West
31797,29/01/2025,Ennis Hospital,,,,,2,,,HSE Mid West
31798,29/01/2025,Nenagh Hospital,,,,,3,,,HSE Mid West
31799,29/01/2025,St. John's Hospital Limerick,,,,,9,,,HSE Mid West
31800,29/01/2025,UH Limerick,19.0,46.0,65.0,62.0,4,18.0,,HSE Mid West
31802,29/01/2025,Galway University Hospital,31.0,20.0,51.0,38.0,49,17.0,3,HSE West and North West
31803,29/01/2025,Letterkenny University Hospital,12.0,8.0,20.0,10.0,23,2.0,,HSE West and North West
31804,29/01/2025,Mayo University Hospital,3.0,14.0,17.0,20.0,11,13.0,,HSE West and North West
31805,29/01/2025,Portiuncula University Hospital,1.0,0.0,1.0,19.0,10,,,HSE West and North West
31806,29/01/2025,Roscommon University Hospital,,,,,4,,,HSE West and North West
31807,29/01/2025,Sligo University Hospital,21.0,20.0,41.0,20.0,40,15.0,,HSE West and North West
31810,30/01/2025,Beaumont Hospital,18.0,0.0,18.0,38.0,21,,,HSE Dublin and North East
31811,30/01/2025,Cavan General Hospital,15.0,0.0,15.0,12.0,2,1.0,,HSE Dublin and North East
31812,30/01/2025,Connolly Hospital,7.0,0.0,7.0,4.0,5,,,HSE Dublin and North East
31813,30/01/2025,Louth County Hospital,,,,,0,,,HSE Dublin and North East
31814,30/01/2025,Mater Misericordiae University Hospital,26.0,0.0,26.0,49.0,20,2.0,,HSE Dublin and North East
31815,30/01/2025,National Orthopaedic Hospital Cappagh,,,,,0,,,HSE Dublin and North East
31816,30/01/2025,Our Lady of Lourdes Hospital,29.0,0.0,29.0,34.0,8,,,HSE Dublin and North East
31817,30/01/2025,Our Lady's Hospital Navan,0.0,0.0,0.0,11.0,0,,,HSE Dublin and North East
31819,30/01/2025,CHI at Crumlin,0.0,,0.0,,3,,,HSE Dublin and Midlands
31820,30/01/2025,CHI at Tallaght,0.0,0.0,0.0,1.0,1,,,HSE Dublin and Midlands
31821,30/01/2025,CHI at Temple Street,1.0,,1.0,,1,,,HSE Dublin and Midlands
31822,30/01/2025,MRH Mullingar,5.0,0.0,5.0,32.0,2,,,HSE Dublin and Midlands
31823,30/01/2025,MRH Portlaoise,1.0,0.0,1.0,12.0,8,,,HSE Dublin and Midlands
31824,30/01/2025,MRH Tullamore,0.0,0.0,0.0,25.0,6,,,HSE Dublin and Midlands
31825,30/01/2025,Naas General Hospital,21.0,7.0,28.0,17.0,11,3.0,3,HSE Dublin and Midlands
31826,30/01/2025,St. James's Hospital,25.0,0.0,25.0,22.0,21,,,HSE Dublin and Midlands
31827,30/01/2025,St. Luke's Radiation Oncology Network,,,,,0,,,HSE Dublin and Midlands
31828,30/01/2025,Tallaght University Hospital,27.0,0.0,27.0,28.0,9,5.0,1,HSE Dublin and Midlands
31830,30/01/2025,National Rehabilitation Hospital,,,,,10,,,HSE Dublin and South East
31831,30/01/2025,St. Columcille's Hospital,,,,,2,,,HSE Dublin and South East
